1, 0.21081081081081082
2, 0.3027027027027027
3, 0.33513513513513515
4, 0.4
5, 0.3945945945945946
6, 0.3621621621621622
7, 0.4918918918918919
8, 0.4810810810810811
9, 0.6
10, 0.4648648648648649
11, 0.5405405405405406
12, 0.4756756756756757
13, 0.5783783783783784
14, 0.5351351351351351
15, 0.5459459459459459
16, 0.5837837837837838
17, 0.6
18, 0.6054054054054054
19, 0.5351351351351351
20, 0.5675675675675675
21, 0.572972972972973
22, 0.6270270270270271
23, 0.5567567567567567
24, 0.6432432432432432
25, 0.6378378378378379
26, 0.5837837837837838
27, 0.6378378378378379
28, 0.6324324324324324
29, 0.6972972972972973
30, 0.5945945945945946
31, 0.6486486486486487
32, 0.6486486486486487
33, 0.654054054054054
34, 0.6054054054054054
35, 0.6486486486486487
36, 0.6486486486486487
37, 0.6378378378378379
38, 0.6972972972972973
39, 0.6378378378378379
