1, 4.1455702168055765E-4, 4.831858928707697E-4
2, 4.6990472268136174E-4, 4.5811459717738233E-4
3, 5.488412034516107E-4, 5.320829518609899E-4
4, 6.029498629416707E-4, 7.10472319098869E-4
5, 6.566414133572568E-4, 6.250378852019801E-4
6, 6.879936508860415E-4, 7.319088967397695E-4
7, 7.065166717090455E-4, 7.017241887244913E-4
8, 7.323149318482419E-4, 6.445077406994871E-4
9, 7.628498175845648E-4, 7.06575883797656E-4
10, 7.69293990404753E-4, 6.978834512715833E-4
11, 7.561981621788871E-4, 7.134962681355073E-4
12, 7.247510348630587E-4, 6.652242318142233E-4
13, 7.472339429293157E-4, 7.701600326554646E-4
14, 7.81826050262804E-4, 7.842092615206502E-4
15, 7.361554749436061E-4, 7.327052514742929E-4
16, 7.230862894386837E-4, 8.152047783087272E-4
17, 7.339023972587573E-4, 6.866931873474639E-4
18, 7.383825369464322E-4, 7.662635722743489E-4
19, 7.225550187180327E-4, 6.552717433416688E-4
20, 7.023051612012318E-4, 7.492125996909939E-4
21, 7.094503372762363E-4, 7.179737831351636E-4
22, 7.073460145606119E-4, 7.345643304805696E-4
23, 6.878433911108813E-4, 7.203981568385528E-4
24, 6.919824495173904E-4, 7.811870964103072E-4
25, 6.659435440051075E-4, 6.007607969834568E-4
26, 6.829170166914005E-4, 6.268943989235059E-4
27, 6.644009935685817E-4, 7.316124471535157E-4
28, 6.81675875409955E-4, 6.212192578517987E-4
29, 6.597176718172936E-4, 6.597957975711479E-4
30, 6.620347082286679E-4, 7.840534583808233E-4
31, 6.366338347602399E-4, 6.257599959485638E-4
32, 6.470265163261263E-4, 7.047128599263397E-4
33, 6.667097182896781E-4, 7.537807833319625E-4
34, 6.349413958370196E-4, 7.264180184781383E-4
35, 6.252866660776174E-4, 7.770010778666577E-4
36, 6.280275163535022E-4, 6.744785019473082E-4
37, 6.289677756116459E-4, 6.864550731403614E-4
38, 6.155018685210497E-4, 6.230478343819066E-4
39, 6.03481916325409E-4, 7.73970178826763E-4
